location,target_end_date,observed,trend
LT,2020-02-29,0,Stable
LU,2020-02-29,1,Increasing
LV,2020-02-29,0,Stable
MT,2020-02-29,0,Stable
NL,2020-02-29,10,Increasing
NO,2020-02-29,15,Increasing
PL,2020-02-29,0,Stable
PT,2020-02-29,0,Stable
RO,2020-02-29,3,Increasing
SE,2020-02-29,13,Increasing
SI,2020-02-29,0,Stable
SK,2020-02-29,0,Stable
AT,2020-03-07,43,Increasing
BE,2020-03-07,168,Increasing
BG,2020-03-07,0,Stable
CH,2020-03-07,250,Increasing
CY,2020-03-07,0,Stable
CZ,2020-03-07,19,Increasing
DE,2020-03-07,729,Increasing
DK,2020-03-07,20,Increasing
EE,2020-03-07,9,Increasing
ES,2020-03-07,455,Increasing
FI,2020-03-07,20,Increasing
FR,2020-03-07,838,Increasing
GB,2020-03-07,367,Increasing
GR,2020-03-07,42,Increasing
HR,2020-03-07,6,Increasing
HU,2020-03-07,4,Increasing
IE,2020-03-07,17,Increasing
IS,2020-03-07,49,Increasing
IT,2020-03-07,4755,Increasing
LI,2020-03-07,1,Increasing
LT,2020-03-07,0,Stable
LU,2020-03-07,1,Increasing
LV,2020-03-07,1,Increasing
MT,2020-03-07,3,Increasing
NL,2020-03-07,255,Increasing
NO,2020-03-07,132,Increasing
PL,2020-03-07,5,Increasing
PT,2020-03-07,20,Increasing
RO,2020-03-07,6,Increasing
SE,2020-03-07,165,Increasing
SI,2020-03-07,7,Increasing
SK,2020-03-07,1,Increasing
AT,2020-03-14,363,Increasing
BE,2020-03-14,520,Increasing
BG,2020-03-14,41,Increasing
CH,2020-03-14,1091,Increasing
CY,2020-03-14,14,Increasing
CZ,2020-03-14,170,Increasing
DE,2020-03-14,3000,Increasing
DK,2020-03-14,804,Increasing
EE,2020-03-14,105,Increasing
ES,2020-03-14,5891,Increasing
FI,2020-03-14,251,Increasing
FR,2020-03-14,3531,Increasing
GB,2020-03-14,2202,Increasing
GR,2020-03-14,182,Increasing
HR,2020-03-14,26,Increasing
HU,2020-03-14,26,Increasing
IE,2020-03-14,111,Increasing
IS,2020-03-14,106,Increasing
IT,2020-03-14,15274,Increasing
LI,2020-03-14,6,Increasing
LT,2020-03-14,0,Stable
LU,2020-03-14,49,Increasing
LV,2020-03-14,25,Increasing
MT,2020-03-14,15,Increasing
NL,2020-03-14,870,Increasing
NO,2020-03-14,943,Increasing
PL,2020-03-14,98,Increasing
PT,2020-03-14,149,Increasing
RO,2020-03-14,114,Increasing
SE,2020-03-14,815,Increasing
SI,2020-03-14,174,Increasing
SK,2020-03-14,31,Increasing
AT,2020-03-21,1989,Increasing
BE,2020-03-21,2126,Increasing
BG,2020-03-21,122,Increasing
CH,2020-03-21,5216,Increasing
CY,2020-03-21,53,Increasing
CZ,2020-03-21,806,Increasing
DE,2020-03-21,12867,Increasing
DK,2020-03-21,499,Increasing
EE,2020-03-21,191,Increasing
ES,2020-03-21,18983,Increasing
FI,2020-03-21,457,Increasing
FR,2020-03-21,9813,Increasing
GB,2020-03-21,6327,Increasing
GR,2020-03-21,302,Increasing
HR,2020-03-21,168,Increasing
HU,2020-03-21,73,Increasing
IE,2020-03-21,656,Increasing
IS,2020-03-21,317,Increasing
IT,2020-03-21,32421,Increasing
LI,2020-03-21,37,Increasing
LT,2020-03-21,7,Increasing
LU,2020-03-21,619,Increasing
LV,2020-03-21,98,Increasing
MT,2020-03-21,55,Increasing
NL,2020-03-21,3069,Increasing
NO,2020-03-21,1028,Increasing
PL,2020-03-21,433,Increasing
PT,2020-03-21,1111,Increasing
RO,2020-03-21,244,Increasing
SE,2020-03-21,874,Increasing
SI,2020-03-21,202,Increasing
SK,2020-03-21,105,Increasing
AT,2020-03-28,4895,Increasing
BE,2020-03-28,6319,Increasing
BG,2020-03-28,168,Increasing
CH,2020-03-28,7501,Increasing
CY,2020-03-28,95,Increasing
CZ,2020-03-28,1636,Increasing
DE,2020-03-28,31920,Increasing
DK,2020-03-28,875,Increasing
EE,2020-03-28,339,Increasing
ES,2020-03-28,47861,Increasing
FI,2020-03-28,660,Increasing
FR,2020-03-28,22880,Increasing
GB,2020-03-28,17882,Increasing
GR,2020-03-28,305,Increasing
HR,2020-03-28,451,Increasing
HU,2020-03-28,240,Increasing
IE,2020-03-28,1630,Increasing
IS,2020-03-28,490,Increasing
IT,2020-03-28,38894,Increasing
LI,2020-03-28,18,Increasing
LT,2020-03-28,220,Increasing
LU,2020-03-28,1161,Increasing
LV,2020-03-28,181,Increasing
MT,2020-03-28,76,Increasing
NL,2020-03-28,6662,Increasing
NO,2020-03-28,1897,Increasing
PL,2020-03-28,1102,Increasing
PT,2020-03-28,3890,Increasing
RO,2020-03-28,1085,Increasing
SE,2020-03-28,1795,Increasing
SI,2020-03-28,301,Increasing
SK,2020-03-28,155,Increasing
AT,2020-04-04,4180,Increasing
BE,2020-04-04,9297,Increasing
BG,2020-04-04,172,Increasing
CH,2020-04-04,6429,Increasing
CY,2020-04-04,234,Increasing
CZ,2020-04-04,1841,Increasing
DE,2020-04-04,37196,Increasing
DK,2020-04-04,1876,Increasing
EE,2020-04-04,394,Increasing
ES,2020-04-04,52933,Increasing
FI,2020-04-04,910,Increasing
FR,2020-04-04,9321,Increasing
GB,2020-04-04,30359,Increasing
GR,2020-04-04,838,Increasing
HR,2020-04-04,469,Increasing
HU,2020-04-04,335,Increasing
IE,2020-04-04,2189,Increasing
IS,2020-04-04,454,Increasing
IT,2020-04-04,32160,Increasing
LI,2020-04-04,16,Increasing
LT,2020-04-04,344,Increasing
LU,2020-04-04,898,Increasing
LV,2020-04-04,204,Increasing
MT,2020-04-04,64,Increasing
NL,2020-04-04,6985,Increasing
NO,2020-04-04,1535,Increasing
PL,2020-04-04,1989,Increasing
PT,2020-04-04,5354,Increasing
RO,2020-04-04,2161,Increasing
SE,2020-04-04,3169,Increasing
SI,2020-04-04,293,Increasing
SK,2020-04-04,179,Increasing
AT,2020-04-11,2008,Stable
BE,2020-04-11,9587,Increasing
BG,2020-04-11,158,Increasing
CH,2020-04-11,4602,Stable
CY,2020-04-11,199,Increasing
CZ,2020-04-11,1359,Increasing
DE,2020-04-11,31880,Increasing
DK,2020-04-11,1919,Increasing
EE,2020-04-11,265,Increasing
ES,2020-04-11,36859,Increasing
FI,2020-04-11,979,Increasing
FR,2020-04-11,10489,Stable
GB,2020-04-11,32192,Increasing
GR,2020-04-11,408,Increasing
HR,2020-04-11,408,Increasing
HU,2020-04-11,632,Increasing
IE,2020-04-11,4324,Increasing
IS,2020-04-11,272,Stable
IT,2020-04-11,27639,Stable
LI,2020-04-11,2,Decreasing
LT,2020-04-11,277,Increasing
LU,2020-04-11,541,Stable
LV,2020-04-11,121,Stable
MT,2020-04-11,157,Increasing
NL,2020-04-11,7736,Increasing
NO,2020-04-11,859,Stable
PL,2020-04-11,2729,Increasing
PT,2020-04-11,5463,Increasing
RO,2020-04-11,2377,Increasing
SE,2020-04-11,3616,Increasing
SI,2020-04-11,211,Stable
SK,2020-04-11,257,Increasing
AT,2020-04-18,1148,Decreasing
BE,2020-04-18,9165,Increasing
BG,2020-04-18,217,Increasing
CH,2020-04-18,2297,Decreasing
CY,2020-04-18,140,Increasing
CZ,2020-04-18,775,Decreasing
DE,2020-04-18,19781,Decreasing
DK,2020-04-18,1246,Increasing
EE,2020-04-18,208,Decreasing
ES,2020-04-18,28699,Decreasing
FI,2020-04-18,822,Increasing
FR,2020-04-18,92711,Increasing
GB,2020-04-18,32047,Increasing
GR,2020-04-18,154,Decreasing
HR,2020-04-18,298,Decreasing
HU,2020-04-18,524,Increasing
IE,2020-04-18,5830,Increasing
IS,2020-04-18,71,Decreasing
IT,2020-04-18,23654,Decreasing
LI,2020-04-18,2,Decreasing
LT,2020-04-18,178,Stable
LU,2020-04-18,267,Decreasing
LV,2020-04-18,82,Decreasing
MT,2020-04-18,56,Decreasing
NL,2020-04-18,7068,Stable
NO,2020-04-18,627,Decreasing
PL,2020-04-18,2386,Increasing
PT,2020-04-18,3698,Stable
RO,2020-04-18,2428,Increasing
SE,2020-04-18,3827,Increasing
SI,2020-04-18,129,Decreasing
SK,2020-04-18,361,Increasing
AT,2020-04-25,478,Decreasing
BE,2020-04-25,8142,Stable
BG,2020-04-25,369,Increasing
CH,2020-04-25,1490,Decreasing
CY,2020-04-25,69,Decreasing
CZ,2020-04-25,746,Decreasing
DE,2020-04-25,14999,Decreasing
DK,2020-04-25,1203,Decreasing
EE,2020-04-25,123,Decreasing
ES,2020-04-25,14179,Decreasing
FI,2020-04-25,710,Decreasing
FR,2020-04-25,10612,Stable
GB,2020-04-25,32824,Stable
GR,2020-04-25,271,Decreasing
HR,2020-04-25,184,Decreasing
HU,2020-04-25,609,Increasing
IE,2020-04-25,3803,Increasing
IS,2020-04-25,30,Decreasing
IT,2020-04-25,19426,Decreasing
LI,2020-04-25,1,Decreasing
LT,2020-04-25,209,Decreasing
LU,2020-04-25,174,Decreasing
LV,2020-04-25,92,Decreasing
MT,2020-04-25,22,Decreasing
NL,2020-04-25,5190,Decreasing
NO,2020-04-25,463,Decreasing
PL,2020-04-25,2531,Increasing
PT,2020-04-25,3707,Decreasing
RO,2020-04-25,2217,Stable
SE,2020-04-25,4288,Increasing
SI,2020-04-25,71,Decreasing
SK,2020-04-25,284,Increasing
AT,2020-05-02,410,Decreasing
BE,2020-05-02,4192,Decreasing
BG,2020-05-02,347,Increasing
CH,2020-05-02,923,Decreasing
CY,2020-05-02,53,Decreasing
CZ,2020-05-02,403,Decreasing
DE,2020-05-02,9265,Decreasing
DK,2020-05-02,962,Decreasing
EE,2020-05-02,64,Decreasing
ES,2020-05-02,10677,Decreasing
FI,2020-05-02,653,Decreasing
FR,2020-05-02,8342,Stable
GB,2020-05-02,31230,Stable
GR,2020-05-02,114,Decreasing
HR,2020-05-02,72,Decreasing
HU,2020-05-02,499,Decreasing
IE,2020-05-02,2615,Decreasing
IS,2020-05-02,8,Decreasing
IT,2020-05-02,13977,Decreasing
LI,2020-05-02,0,Decreasing
LT,2020-05-02,86,Decreasing
LU,2020-05-02,101,Decreasing
LV,2020-05-02,67,Decreasing
MT,2020-05-02,20,Decreasing
NL,2020-05-02,2726,Decreasing
NO,2020-05-02,310,Decreasing
PL,2020-05-02,2102,Decreasing
PT,2020-05-02,1798,Decreasing
RO,2020-05-02,2097,Stable
SE,2020-05-02,3869,Stable
SI,2020-05-02,51,Decreasing
SK,2020-05-02,34,Decreasing
AT,2020-05-09,246,Decreasing
BE,2020-05-09,3079,Decreasing
BG,2020-05-09,327,Increasing
CH,2020-05-09,434,Decreasing
CY,2020-05-09,34,Decreasing
CZ,2020-05-09,340,Decreasing
DE,2020-05-09,6848,Decreasing
DK,2020-05-09,912,Decreasing
EE,2020-05-09,34,Decreasing
ES,2020-05-09,6996,Decreasing
FI,2020-05-09,661,Decreasing
FR,2020-05-09,7495,Decreasing
GB,2020-05-09,22833,Decreasing
GR,2020-05-09,90,Decreasing
HR,2020-05-09,88,Decreasing
HU,2020-05-09,271,Decreasing
IE,2020-05-09,1584,Decreasing
IS,2020-05-09,3,Decreasing
IT,2020-05-09,8940,Decreasing
LI,2020-05-09,0,Decreasing
LT,2020-05-09,65,Decreasing
LU,2020-05-09,65,Decreasing
LV,2020-05-09,59,Decreasing
MT,2020-05-09,22,Decreasing
NL,2020-05-09,2056,Decreasing
NO,2020-05-09,290,Decreasing
PL,2020-05-09,2276,Stable
PT,2020-05-09,2216,Decreasing
RO,2020-05-09,2399,Stable
SE,2020-05-09,4136,Stable
SI,2020-05-09,15,Decreasing
SK,2020-05-09,48,Decreasing
AT,2020-05-16,304,Decreasing
BE,2020-05-16,2393,Decreasing
BG,2020-05-16,254,Decreasing
CH,2020-05-16,321,Decreasing
CY,2020-05-16,19,Decreasing
CZ,2020-05-16,360,Decreasing
DE,2020-05-16,5221,Decreasing
DK,2020-05-16,539,Decreasing
EE,2020-05-16,37,Decreasing
ES,2020-05-16,7120,Decreasing
FI,2020-05-16,417,Decreasing
FR,2020-05-16,3008,Decreasing
GB,2020-05-16,19782,Decreasing
GR,2020-05-16,109,Decreasing
HR,2020-05-16,48,Decreasing
HU,2020-05-16,260,Decreasing
IE,2020-05-16,1288,Decreasing
IS,2020-05-16,1,Decreasing
IT,2020-05-16,6492,Decreasing
LI,2020-05-16,0,Decreasing
LT,2020-05-16,80,Decreasing
LU,2020-05-16,53,Decreasing
LV,2020-05-16,67,Decreasing
MT,2020-05-16,56,Increasing
NL,2020-05-16,1368,Decreasing
NO,2020-05-16,138,Decreasing
PL,2020-05-16,2606,Stable
PT,2020-05-16,1404,Decreasing
RO,2020-05-16,1573,Decreasing
SE,2020-05-16,3893,Stable
SI,2020-05-16,11,Decreasing
SK,2020-05-16,38,Decreasing
AT,2020-05-23,302,Decreasing
BE,2020-05-23,1821,Decreasing
BG,2020-05-23,233,Decreasing
CH,2020-05-23,153,Decreasing
CY,2020-05-23,17,Decreasing
CZ,2020-05-23,435,Stable
DE,2020-05-23,4078,Decreasing
DK,2020-05-23,431,Decreasing
EE,2020-05-23,51,Decreasing
ES,2020-05-23,4592,Decreasing
FI,2020-05-23,237,Decreasing
FR,2020-05-23,2829,Decreasing
GB,2020-05-23,16226,Decreasing
GR,2020-05-23,57,Decreasing
HR,2020-05-23,19,Decreasing
HU,2020-05-23,240,Decreasing
IE,2020-05-23,534,Decreasing
IS,2020-05-23,2,Decreasing
IT,2020-05-23,4567,Decreasing
LI,2020-05-23,0,Stable
LT,2020-05-23,82,Stable
LU,2020-05-23,60,Decreasing
LV,2020-05-23,49,Decreasing
MT,2020-05-23,63,Increasing
NL,2020-05-23,1241,Decreasing
NO,2020-05-23,109,Decreasing
PL,2020-05-23,2674,Increasing
PT,2020-05-23,1661,Stable
RO,2020-05-23,1153,Decreasing
SE,2020-05-23,3710,Stable
SI,2020-05-23,3,Decreasing
SK,2020-05-23,11,Decreasing
AT,2020-05-30,199,Decreasing
BE,2020-05-30,1376,Decreasing
BG,2020-05-30,91,Decreasing
CH,2020-05-30,120,Decreasing
CY,2020-05-30,14,Decreasing
CZ,2020-05-30,340,Stable
DE,2020-05-30,3346,Decreasing
DK,2020-05-30,344,Decreasing
EE,2020-05-30,44,Increasing
ES,2020-05-30,3938,Decreasing
FI,2020-05-30,179,Decreasing
FR,2020-05-30,5639,Decreasing
GB,2020-05-30,10744,Decreasing
GR,2020-05-30,39,Decreasing
HR,2020-05-30,3,Decreasing
HU,2020-05-30,154,Decreasing
IE,2020-05-30,347,Decreasing
IS,2020-05-30,2,Decreasing
IT,2020-05-30,3337,Decreasing
LI,2020-05-30,0,Stable
LT,2020-05-30,54,Stable
LU,2020-05-30,26,Decreasing
LV,2020-05-30,19,Decreasing
MT,2020-05-30,9,Decreasing
NL,2020-05-30,1206,Decreasing
NO,2020-05-30,91,Decreasing
PL,2020-05-30,2640,Stable
PT,2020-05-30,1732,Decreasing
RO,2020-05-30,1276,Decreasing
SE,2020-05-30,4225,Stable
SI,2020-05-30,5,Decreasing
SK,2020-05-30,17,Decreasing
AT,2020-06-06,184,Decreasing
BE,2020-06-06,886,Decreasing
BG,2020-06-06,212,Decreasing
CH,2020-06-06,111,Decreasing
CY,2020-06-06,19,Stable
CZ,2020-06-06,337,Stable
DE,2020-06-06,2482,Decreasing
DK,2020-06-06,291,Decreasing
EE,2020-06-06,66,Increasing
ES,2020-06-06,2082,Decreasing
FI,2020-06-06,104,Decreasing
FR,2020-06-06,1722,Decreasing
GB,2020-06-06,8442,Decreasing
GR,2020-06-06,134,Increasing
HR,2020-06-06,1,Decreasing
HU,2020-06-06,123,Decreasing
IE,2020-06-06,254,Decreasing
IS,2020-06-06,0,Decreasing
IT,2020-06-06,2137,Decreasing
LI,2020-06-06,0,Stable
LT,2020-06-06,42,Decreasing
LU,2020-06-06,19,Decreasing
LV,2020-06-06,21,Decreasing
MT,2020-06-06,9,Decreasing
NL,2020-06-06,1132,Decreasing
NO,2020-06-06,94,Decreasing
PL,2020-06-06,2415,Stable
PT,2020-06-06,2148,Increasing
RO,2020-06-06,1157,Decreasing
SE,2020-06-06,5828,Increasing
SI,2020-06-06,11,Stable
SK,2020-06-06,7,Decreasing
AT,2020-06-13,218,Decreasing
BE,2020-06-13,846,Decreasing
BG,2020-06-13,555,Increasing
CH,2020-06-13,138,Stable
CY,2020-06-13,20,Increasing
CZ,2020-06-13,424,Stable
DE,2020-06-13,2344,Decreasing
DK,2020-06-13,215,Decreasing
EE,2020-06-13,42,Decreasing
ES,2020-06-13,2295,Decreasing
FI,2020-06-13,64,Decreasing
FR,2020-06-13,2713,Stable
GB,2020-06-13,7079,Decreasing
GR,2020-06-13,63,Stable
HR,2020-06-13,4,Decreasing
HU,2020-06-13,74,Decreasing
IE,2020-06-13,112,Decreasing
IS,2020-06-13,2,Stable
IT,2020-06-13,1850,Decreasing
LI,2020-06-13,0,Stable
LT,2020-06-13,50,Decreasing
LU,2020-06-13,28,Decreasing
LV,2020-06-13,11,Decreasing
MT,2020-06-13,19,Decreasing
NL,2020-06-13,1209,Stable
NO,2020-06-13,97,Stable
PL,2020-06-13,3031,Stable
PT,2020-06-13,2112,Increasing
RO,2020-06-13,1389,Increasing
SE,2020-06-13,7185,Increasing
SI,2020-06-13,8,Increasing
SK,2020-06-13,17,Increasing
AT,2020-06-20,212,Stable
BE,2020-06-20,632,Decreasing
BG,2020-06-20,606,Increasing
CH,2020-06-20,149,Increasing
CY,2020-06-20,5,Decreasing
CZ,2020-06-20,457,Increasing
DE,2020-06-20,3113,Stable
DK,2020-06-20,252,Decreasing
EE,2020-06-20,8,Decreasing
ES,2020-06-20,2333,Decreasing
FI,2020-06-20,43,Decreasing
FR,2020-06-20,2492,Decreasing
GB,2020-06-20,6573,Decreasing
GR,2020-06-20,144,Increasing
HR,2020-06-20,48,Increasing
HU,2020-06-20,22,Decreasing
IE,2020-06-20,79,Decreasing
IS,2020-06-20,7,Increasing
IT,2020-06-20,1624,Decreasing
LI,2020-06-20,0,Stable
LT,2020-06-20,34,Decreasing
LU,2020-06-20,42,Increasing
LV,2020-06-20,14,Decreasing
MT,2020-06-20,18,Increasing
NL,2020-06-20,810,Decreasing
NO,2020-06-20,114,Increasing
PL,2020-06-20,2603,Stable
PT,2020-06-20,2378,Increasing
RO,2020-06-20,2051,Increasing
SE,2020-06-20,7188,Increasing
SI,2020-06-20,27,Increasing
SK,2020-06-20,41,Increasing
AT,2020-06-27,266,Increasing
BE,2020-06-27,659,Decreasing
BG,2020-06-27,753,Increasing
CH,2020-06-27,312,Increasing
CY,2020-06-27,7,Decreasing
CZ,2020-06-27,850,Increasing
DE,2020-06-27,4108,Increasing
DK,2020-06-27,284,Stable
EE,2020-06-27,5,Decreasing
ES,2020-06-27,2531,Increasing
FI,2020-06-27,59,Decreasing
FR,2020-06-27,1986,Stable
GB,2020-06-27,5138,Decreasing
GR,2020-06-27,110,Decreasing
HR,2020-06-27,325,Increasing
HU,2020-06-27,52,Decreasing
IE,2020-06-27,63,Decreasing
IS,2020-06-27,5,Increasing
IT,2020-06-27,1861,Stable
LI,2020-06-27,0,Stable
LT,2020-06-27,18,Decreasing
LU,2020-06-27,112,Increasing
LV,2020-06-27,4,Decreasing
MT,2020-06-27,6,Decreasing
NL,2020-06-27,554,Decreasing
NO,2020-06-27,104,Stable
PL,2020-06-27,2094,Stable
PT,2020-06-27,2348,Stable
RO,2020-06-27,2292,Increasing
SE,2020-06-27,7375,Increasing
SI,2020-06-27,53,Increasing
SK,2020-06-27,71,Increasing
AT,2020-07-04,506,Increasing
BE,2020-07-04,629,Decreasing
BG,2020-07-04,1052,Increasing
CH,2020-07-04,643,Increasing
CY,2020-07-04,7,Decreasing
CZ,2020-07-04,1142,Increasing
DE,2020-07-04,2853,Increasing
DK,2020-07-04,157,Decreasing
EE,2020-07-04,7,Decreasing
ES,2020-07-04,2076,Stable
FI,2020-07-04,50,Decreasing
FR,2020-07-04,1473,Decreasing
GB,2020-07-04,2592,Decreasing
GR,2020-07-04,145,Increasing
HR,2020-07-04,470,Increasing
HU,2020-07-04,36,Decreasing
IE,2020-07-04,72,Decreasing
IS,2020-07-04,10,Increasing
IT,2020-07-04,1283,Decreasing
LI,2020-07-04,1,Increasing
LT,2020-07-04,21,Decreasing
LU,2020-07-04,259,Increasing
LV,2020-07-04,8,Decreasing
MT,2020-07-04,2,Decreasing
NL,2020-07-04,474,Decreasing
NO,2020-07-04,80,Decreasing
PL,2020-07-04,2005,Decreasing
PT,2020-07-04,2380,Stable
RO,2020-07-04,2560,Increasing
SE,2020-07-04,4394,Decreasing
SI,2020-07-04,107,Increasing
SK,2020-07-04,92,Increasing
AT,2020-07-11,665,Increasing
BE,2020-07-11,631,Stable
BG,2020-07-11,1498,Increasing
CH,2020-07-11,619,Increasing
CY,2020-07-11,14,Increasing
CZ,2020-07-11,675,Increasing
DE,2020-07-11,2460,Decreasing
DK,2020-07-11,114,Decreasing
EE,2020-07-11,21,Increasing
ES,2020-07-11,3363,Increasing
FI,2020-07-11,39,Stable
FR,2020-07-11,2575,Stable
GB,2020-07-11,4053,Decreasing
GR,2020-07-11,261,Increasing
HR,2020-07-11,578,Increasing
HU,2020-07-11,55,Increasing
IE,2020-07-11,102,Increasing
IS,2020-07-11,3,Decreasing
IT,2020-07-11,1408,Stable
LI,2020-07-11,1,Increasing
LT,2020-07-11,34,Stable
LU,2020-07-11,366,Increasing
LV,2020-07-11,50,Increasing
MT,2020-07-11,2,Decreasing
NL,2020-07-11,401,Decreasing
NO,2020-07-11,51,Decreasing
PL,2020-07-11,1802,Decreasing
PT,2020-07-11,2652,Stable
RO,2020-07-11,3497,Increasing
SE,2020-07-11,2407,Decreasing
SI,2020-07-11,148,Increasing
SK,2020-07-11,144,Increasing
AT,2020-07-18,739,Increasing
BE,2020-07-18,1237,Increasing
BG,2020-07-18,1463,Increasing
CH,2020-07-18,675,Increasing
CY,2020-07-18,18,Increasing
CZ,2020-07-18,740,Stable
DE,2020-07-18,2816,Decreasing
DK,2020-07-18,227,Decreasing
EE,2020-07-18,7,Increasing
ES,2020-07-18,6347,Increasing
