geoRegion,variant_type,date,entries,sumTotal,freq,prct_mean7d,prct,prct_lower_ci,prct_upper_ci,timeframe_all,type,version,classification,data_source
CHFL,B.1.1.318,2020-09-30,0,0,0,NA,0,0,26.7,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.529,2020-09-30,0,0,0,NA,0,0,26.7,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.7,2020-09-30,0,0,0,NA,0,0,26.7,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.351,2020-09-30,0,0,0,NA,0,0,26.7,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.525,2020-09-30,0,0,0,NA,0,0,26.7,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.526,2020-09-30,0,0,0,NA,0,0,26.7,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.1,2020-09-30,0,0,0,NA,0,0,26.7,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.2,2020-09-30,0,0,0,NA,0,0,26.7,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,C.37,2020-09-30,0,0,0,NA,0,0,26.7,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,other_lineages,2020-09-30,54,89,1,NA,100,73.3,100,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.1,2020-09-30,0,0,0,NA,0,0,26.7,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.2,2020-09-30,0,0,0,NA,0,0,26.7,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,all_sequenced,2020-10-01,70,162,1,NA,100,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.318,2020-10-01,0,0,0,NA,0,0,21.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.529,2020-10-01,0,0,0,NA,0,0,21.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.7,2020-10-01,0,0,0,NA,0,0,21.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.351,2020-10-01,0,0,0,NA,0,0,21.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.525,2020-10-01,0,0,0,NA,0,0,21.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.526,2020-10-01,0,0,0,NA,0,0,21.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.1,2020-10-01,0,0,0,NA,0,0,21.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.2,2020-10-01,0,0,0,NA,0,0,21.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,C.37,2020-10-01,0,0,0,NA,0,0,21.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,other_lineages,2020-10-01,70,159,1,NA,100,78.1,100,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.1,2020-10-01,0,0,0,NA,0,0,21.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.2,2020-10-01,0,0,0,NA,0,0,21.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,all_sequenced,2020-10-02,0,162,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.318,2020-10-02,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.529,2020-10-02,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.7,2020-10-02,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.351,2020-10-02,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.525,2020-10-02,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.526,2020-10-02,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.1,2020-10-02,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.2,2020-10-02,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,C.37,2020-10-02,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,other_lineages,2020-10-02,0,159,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.1,2020-10-02,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.2,2020-10-02,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,all_sequenced,2020-10-03,0,162,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.318,2020-10-03,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.529,2020-10-03,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.7,2020-10-03,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.351,2020-10-03,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.525,2020-10-03,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.526,2020-10-03,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.1,2020-10-03,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.2,2020-10-03,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,C.37,2020-10-03,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,other_lineages,2020-10-03,0,159,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.1,2020-10-03,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.2,2020-10-03,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,all_sequenced,2020-10-04,0,162,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.318,2020-10-04,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.529,2020-10-04,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.7,2020-10-04,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.351,2020-10-04,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.525,2020-10-04,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.526,2020-10-04,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.1,2020-10-04,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.2,2020-10-04,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,C.37,2020-10-04,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,other_lineages,2020-10-04,0,159,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.1,2020-10-04,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.2,2020-10-04,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,all_sequenced,2020-10-05,0,162,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.318,2020-10-05,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.529,2020-10-05,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.7,2020-10-05,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.351,2020-10-05,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.525,2020-10-05,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.526,2020-10-05,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.1,2020-10-05,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.2,2020-10-05,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,C.37,2020-10-05,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,other_lineages,2020-10-05,0,159,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.1,2020-10-05,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.2,2020-10-05,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,all_sequenced,2020-10-06,0,162,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.318,2020-10-06,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.529,2020-10-06,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.7,2020-10-06,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.351,2020-10-06,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.525,2020-10-06,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.526,2020-10-06,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.1,2020-10-06,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.2,2020-10-06,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,C.37,2020-10-06,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,other_lineages,2020-10-06,0,159,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.1,2020-10-06,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.2,2020-10-06,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,all_sequenced,2020-10-07,50,212,1,NA,100,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.318,2020-10-07,0,0,0,NA,0,0,29.6,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.529,2020-10-07,0,0,0,NA,0,0,29.6,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.7,2020-10-07,0,0,0,NA,0,0,29.6,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.351,2020-10-07,0,0,0,NA,0,0,29.6,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.525,2020-10-07,0,0,0,NA,0,0,29.6,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.526,2020-10-07,0,0,0,NA,0,0,29.6,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.1,2020-10-07,0,0,0,NA,0,0,29.6,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.2,2020-10-07,0,0,0,NA,0,0,29.6,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,C.37,2020-10-07,0,0,0,NA,0,0,29.6,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,other_lineages,2020-10-07,48,207,0.96,NA,96,65.1,99.7,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.1,2020-10-07,0,0,0,NA,0,0,29.6,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.2,2020-10-07,0,0,0,NA,0,0,29.6,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,NA,2020-10-07,2,5,0.04,NA,4,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,all_sequenced,2020-10-08,133,345,1,NA,100,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.318,2020-10-08,0,0,0,NA,0,0,12.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.529,2020-10-08,0,0,0,NA,0,0,12.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.7,2020-10-08,0,0,0,NA,0,0,12.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.351,2020-10-08,0,0,0,NA,0,0,12.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.525,2020-10-08,0,0,0,NA,0,0,12.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.526,2020-10-08,0,0,0,NA,0,0,12.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.1,2020-10-08,0,0,0,NA,0,0,12.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.2,2020-10-08,0,0,0,NA,0,0,12.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,C.37,2020-10-08,0,0,0,NA,0,0,12.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,other_lineages,2020-10-08,133,340,1,NA,100,87.1,100,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.1,2020-10-08,0,0,0,NA,0,0,12.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.2,2020-10-08,0,0,0,NA,0,0,12.9,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,all_sequenced,2020-10-09,0,345,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.318,2020-10-09,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.529,2020-10-09,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.7,2020-10-09,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.351,2020-10-09,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.525,2020-10-09,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.526,2020-10-09,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.1,2020-10-09,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.2,2020-10-09,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,C.37,2020-10-09,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,other_lineages,2020-10-09,0,340,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.1,2020-10-09,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.2,2020-10-09,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,all_sequenced,2020-10-10,17,362,1,100,100,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.318,2020-10-10,0,0,0,0,0,0,53.6,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.529,2020-10-10,0,0,0,0,0,0,53.6,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.7,2020-10-10,0,0,0,0,0,0,53.6,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.351,2020-10-10,0,0,0,0,0,0,53.6,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.525,2020-10-10,0,0,0,0,0,0,53.6,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.526,2020-10-10,0,0,0,0,0,0,53.6,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.1,2020-10-10,0,0,0,0,0,0,53.6,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.2,2020-10-10,0,0,0,0,0,0,53.6,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,C.37,2020-10-10,0,0,0,0,0,0,53.6,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,other_lineages,2020-10-10,17,357,1,99.2,100,46.4,100,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.1,2020-10-10,0,0,0,0,0,0,53.6,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.2,2020-10-10,0,0,0,0,0,0,53.6,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,all_sequenced,2020-10-11,0,362,NA,100,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.318,2020-10-11,0,0,NA,0,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.529,2020-10-11,0,0,NA,0,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.7,2020-10-11,0,0,NA,0,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.351,2020-10-11,0,0,NA,0,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.525,2020-10-11,0,0,NA,0,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.526,2020-10-11,0,0,NA,0,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.1,2020-10-11,0,0,NA,0,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.2,2020-10-11,0,0,NA,0,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,C.37,2020-10-11,0,0,NA,0,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,other_lineages,2020-10-11,0,357,NA,100,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.1,2020-10-11,0,0,NA,0,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,P.2,2020-10-11,0,0,NA,0,NA,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,all_sequenced,2020-10-12,41,403,1,100,100,NA,NA,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.318,2020-10-12,0,0,0,0,0,0,32.4,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.529,2020-10-12,0,0,0,0,0,0,32.4,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.1.7,2020-10-12,0,0,0,0,0,0,32.4,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.351,2020-10-12,0,0,0,0,0,0,32.4,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.525,2020-10-12,0,0,0,0,0,0,32.4,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.526,2020-10-12,0,0,0,0,0,0,32.4,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.1,2020-10-12,0,0,0,0,0,0,32.4,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,B.1.617.2,2020-10-12,0,0,0,0,0,0,32.4,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
CHFL,C.37,2020-10-12,0,0,0,0,0,0,32.4,TRUE,COVID19VirusVariants,2022-10-18_10-53-01,default,wgs
